"Activity" "Subject" "tBodyAccX" "tBodyAccY" "tBodyAccZ" "tBodyGyroX" "tBodyGyroY" "tBodyGyroZ" "tTotalAccX" "tTotalAccY" "tTotalAccZ"
"Sitting" 18 -0.00129499476 0.00554845399298246 -0.00355142287017544 -0.0139636511652632 -0.00107709434385965 -0.00214473672894737 0.978379136842105 0.148801192105263 0.153418215438596
"Sitting" 19 -0.000811999063013699 0.000485782438246575 -0.00121266650589041 0.0122255956739726 0.0174288751945205 0.0120322657219178 0.746813028767123 0.379505624657534 0.474471075342466
"Sitting" 20 0.00199592654866667 0.00785499562424243 -0.000510413458484848 -0.0143253039712121 0.000632069436060606 -0.0223076181034848 0.98963553030303 0.0940660708333333 0.144964906818182
"Sitting" 21 0.000939099632 -0.000287253625529412 0.000192504650117647 0.0139450342389412 -0.00148915306 -0.00456970281294118 1.00107986705882 0.0378748565647059 -0.0614566982352941
"Sitting" 22 -0.00731019063548387 0.012194945616129 0.00853926549 -0.0109726061274194 0.01114425125 -0.0164540735935484 0.924623948387097 0.22899435016129 0.307460775645161
"Sitting" 23 0.000131224464705882 0.00125764768255882 0.000460862626617647 -0.0232763819397059 0.0157377057117647 -0.0189772507288926 0.997735363235294 0.140514802941176 0.0573359836764706
"Sitting" 24 -0.000842552044852941 0.00634964925588235 0.000727915408823529 -0.0146604466048529 -0.000509760817941177 -0.00763527028470588 0.986541757352941 0.201451908235294 0.100915856294118
"Sitting" 25 0.00150186040446154 0.00773222392415385 -0.00235339170307692 -0.0145861836507692 -0.00646163502153846 -0.00846104893230769 0.948930276923077 0.227337020923077 0.158043598247692
"Sitting" 26 -0.00575741287038462 0.00970387775692308 0.00947670846794872 -0.0155285671538462 -0.00562275637948718 -0.014503778620641 0.88844476025641 0.241770930615385 0.305230979487179
"Sitting" 27 -0.00275455113971429 0.00717094137285714 0.00524461841285714 -0.0173885165828571 -0.00568640674857143 -0.0116100484571429 0.930676725714286 0.232370814571429 0.265776057
"Sitting" 28 -0.000659771022916667 -0.00407084274166667 -0.00163777248888889 -0.0142167465163889 0.00542581370416667 0.00741045548333333 0.976805838888889 -0.0946559003472222 0.129750615694444
"Sitting" 29 0.00216635743516667 0.0054821881565 -0.00284540013333333 -0.0158433754266667 -0.00428323292166667 -0.0232729248045 0.966395023333333 0.173941131666667 0.275613346666667
"Sitting" 30 -0.00149183795967742 0.00510610121129032 0.00335465745483871 -0.0172866466564516 -0.000952095935483871 -0.0138511224556452 0.920491458064516 0.130534665290323 0.333519306451613
"Standing" 1 0.000779561808867925 0.00236438743584906 0.00092134969245283 0.00891729801773585 0.0161751360811321 -0.0142733783603774 1.00271977358491 -0.254536286792453 0.00771291133962264
"Standing" 2 0.000898836777777778 -0.00027886842037037 0.00585466471703704 0.0116561005055556 0.00676610477592593 0.000350923253703704 0.970235890740741 -0.353024975925926 0.118639367037037
"Standing" 3 0.00176542531639344 0.00619708966885246 0.00609634738688525 -0.00679811618032787 0.0301623757131148 -0.0347819959885246 0.997046063934426 -0.280232304918033 0.018122269295082
"Standing" 4 0.00623440632982143 0.0209929509767857 0.0136501764303571 0.0104971034392857 0.0270715180107143 -0.00904168362714286 1.01342086607143 -0.0530736000714286 0.162898135178571
"Standing" 5 0.00266409155178571 0.0171404176142857 0.00581125967857143 -0.00501500975178571 0.00636583556607143 -0.0323256292875 1.01320992678571 -0.0162730158196429 0.135325665
"Standing" 6 0.0026931458377193 -0.000203909428070175 -0.000545497264385965 -0.00179867294385965 0.0178319195859649 -0.00635685329649123 1.00562637192982 -0.212338407017544 0.00620668692614035
"Standing" 7 0.00280590717924528 0.0035866554754717 0.00570497706679245 -0.029461836570566 0.0024570047509434 -0.00522812548528302 1.01525971886792 -0.0985471183018868 -0.0563598371698113
"Standing" 8 0.00115461487601852 0.0017678345037037 -0.00436181750981481 -0.00394813751296296 0.0481095573111111 -0.0209508797907407 1.01120438703704 -0.0718458557777778 -0.102342345555556
"Standing" 9 -1.42152333333334e-05 -0.00145597932822222 0.00325898344586667 -0.0237563413555556 0.0212776535222222 0.00281254090184444 1.01367242222222 0.00635312511111111 0.00196085177777778
"Standing" 10 -0.00974378021510227 -0.00134306565227273 0.00541063878587727 0.0319357345909091 -0.0203054992727273 0.0140732407818182 1.00140290227273 -0.0267891829545455 0.0309670240227273
"Standing" 11 0.000612920740851064 -0.00108975948510638 -0.00141932687382979 0.000507300391489361 -0.00370169581276596 -0.00743955707021277 1.01187504893617 -0.157352327659574 0.119208483404255
"Standing" 12 0.00259708589180328 0.000896705470491803 0.00785172771147541 -0.00552307589672131 -0.00121034245409836 -0.0213702498786885 1.01323360655738 -0.199725793442623 -0.041558807095082
"Standing" 13 9.38300240350877e-05 0.00171642266491228 -0.00086172351754386 -0.00196562942105263 0.00377761440701754 -0.000405767221052632 1.00181598947368 -0.221697647368421 -0.0557561610526316
"Standing" 14 0.00323524267130167 0.00494828004333333 0.00618856379683333 0.0083426088 0.0317212552816667 -0.0172538904075 0.954374576666667 -0.208711963333333 -0.333986948333333
"Standing" 15 0.000866215079245283 0.00199365024339623 0.000959201390943396 0.0135778152071698 0.0111397428169811 -0.00720520891132076 1.01905650754717 -0.146579160754717 0.054663722509434
"Standing" 16 0.00304878875115385 -0.000909806055 0.00314229903137179 -0.00270775701666667 0.012685085319359 -0.000389198734615385 1.00284219102564 -0.0403638193589744 -0.168104007948718
"Standing" 17 0.00230186370179487 0.00428671647948718 0.00190110861179487 0.0108304269769359 -0.00194378575384615 0.000713347143589744 0.97580405 -0.238078596153846 -0.203923741410256
"Standing" 18 0.00108355715082192 0.0014643568739726 0.00220167080123288 9.61757082191781e-05 -0.000600258505479452 0.000330982599315068 1.00602851780822 -0.185719187671233 -0.0520897975342466
"Standing" 19 -0.000111231667506849 0.000700688430136986 -0.0025059520360274 0.00485218663013699 0.00902504817808219 -0.00871860380958904 1.00236784520548 -0.204182219178082 0.122857698630137
"Standing" 20 -0.00205231110547945 0.00239535080821918 0.00702647531369863 0.0158662716369863 0.022693754230137 -0.00175379156849315 0.977861936986301 -0.284351981232877 0.0663357508630137
"Standing" 21 0.000323419992022472 0.00110318394797753 0.00243208314831461 0.0204755672831461 0.000585377267415731 -0.00483935772280899 0.958582871910112 -0.328233707865169 -0.20916227752809
"Standing" 22 0.00211680242698413 -0.00049832180031746 0.0025212577047619 -0.0195295170539683 -0.0023213609968254 -0.0154212063746032 1.01186885079365 -0.209290417460317 0.0268389216190476
"Standing" 23 0.00201029249794118 6.25885702941177e-05 0.00190691315147059 -0.00979693648676471 0.00531273028529412 -0.00123589646929412 0.986703642647059 -0.0991768439308824 -0.224459862838235
"Standing" 24 0.00133906088347826 0.00077158701884058 -0.000873122420289855 0.000313256492753624 0.0101117338637681 -0.0095704203884058 1.01994833913043 -0.125885795507246 -0.058572537073913
"Standing" 25 0.000885390401081081 0.00324449581756757 0.00363866884540541 0.00967656866891892 0.00753886691081081 0.0025492964472973 0.993196459459459 -0.140051384459459 0.193903023783784
"Standing" 26 0.000648310868918919 0.00141344922297297 -0.000920505457702703 0.00867761084459459 0.000700709108108108 -0.00427285157058108 1.01829966621622 -0.11912977 0.0823002485135135
"Standing" 27 0.001974938554 -0.000993551882 -0.001571485754125 0.00444493205875 0.0062591074335 -0.01118042070125 1.0191655525 -0.169184681625 -0.0114008779075
"Standing" 28 0.00159872114303797 0.00481219659113924 -0.000264527214303798 0.0126083093873418 0.0113567698607595 -0.00478803167202532 1.00732494556962 -0.225676441518987 -0.0453927950253165
"Standing" 29 0.000812029568153846 3.41994773076923e-05 0.000279484146153846 0.000997341069230769 -5.68608784615384e-05 4.63638015384616e-05 1.02516406153846 -0.0401491953230769 0.026495648728
"Standing" 30 -0.000509431100949153 -0.00392584859152542 -0.00121468522372881 -0.021264477440678 -0.000895401430508475 -0.00913505705525424 1.02011547966102 -0.0855995485084746 0.0175846318305085
"Walking" 1 -0.00246461543157895 -0.0262632746315789 0.00711430172631579 0.00747685885263158 0.0295496486 -0.0102160895652632 0.994949684210526 -0.291390246052632 -0.0642696554842105
"Walking" 2 0.0160380751864407 -0.0128860033559322 0.00782816445762712 -0.0917045573559322 0.0838385140169492 -0.00473262284745763 0.997178457627119 -0.340861619830508 0.0852064603559322
"Walking" 3 0.0125380416775862 0.00256066099310345 -0.00877298119482759 -0.0342330268965517 0.00501712163103448 -0.0324380118448276 1.01079332586207 -0.239841740965517 -0.147518995551724
"Walking" 4 -0.0112881461 0.00640009013333333 -0.00650713568333333 0.05663751255 -0.00646838633333333 0.0151726290666667 1.00615915166667 -0.0614724930666667 0.1149850823
"Walking" 5 -0.005337818375 0.00557054226785714 0.00644461825 -0.0769377707142857 0.0682668079821429 -0.0112616342678571 1.0181464625 -0.0754868967857143 0.00328048114285714
"Walking" 6 0.00748218254035088 0.00774501294736842 0.00315738724561404 -0.0320182206385965 0.0312937038947368 -0.0613058014912281 1.02098926666667 -0.189598756070175 0.0324779921403509
"Walking" 7 -0.0121078113350877 0.00280495507368421 0.0166858444059649 0.106394612807018 -0.0763808097719298 -0.0188545428947368 0.983524726315789 -0.136667416792982 -0.146988454561403
"Walking" 8 0.006359583125 -0.0329458241875 -0.00107343145208334 0.160335304166667 0.0464001104583333 -0.02580681125 0.988158870833333 -0.23186516125 -0.191274477541667
"Walking" 9 -0.0117498622673077 0.0137002089038462 -0.0167587168384615 -0.09404135 0.0130036082115385 -0.00780932788461538 0.997050348076923 0.000565841557692308 -0.135929801538462
"Walking" 10 0.000133660679245282 0.0092784791509434 -0.00373331737735849 0.0573767097924528 0.0449539266037736 0.0634586650566038 1.01677981698113 -0.0570330652264151 0.0449912928867925
"Walking" 11 -0.0166354624067797 -0.00658153423728814 0.0162927753220339 -0.00900050815254237 0.0333513181355932 -0.0112662439491525 0.988793240677966 -0.200877336084746 0.139799719169492
"Walking" 12 0.079591022552 0.0039227105 0.00520544276 -0.128915213 0.0363445877 0.0181658566 1.098808312 -0.13643230024 -0.03817502284
"Walking" 13 -0.00783300031578948 -0.00300161405263158 0.000450210350877193 -0.0611012440350877 -0.111611633052632 0.0580394516491228 0.973090673684211 -0.265829556385965 -0.132396037368421
"Walking" 14 0.0331740278798983 -0.024208645779661 -0.0393232123508475 0.0177204884067797 0.283886903372881 -0.0152477375762712 0.936849289830509 -0.276976127559322 -0.458278628050847
"Walking" 15 -0.0210018857777778 0.0171832279444444 0.00134800798148148 -0.140659410314815 0.0334729658518519 -0.0239617537037037 0.987789181481482 -0.198660105777778 0.0717552777407407
"Walking" 16 -0.00580474709803922 0.00635624357098039 -0.00840955266666667 0.0358810373921569 0.0291117702745098 0.025265287372549 0.984565229411765 -0.0418981896078431 -0.227375087843137
"Walking" 17 -0.0194026326557377 0.0258045690163934 -0.0146168649 0.0424133195622951 0.0389970664590164 0.00638270421311476 0.972757413114754 -0.136319253114754 -0.204771436344262
"Walking" 18 -0.0140533816071429 -0.0136866982142857 0.00451166116071429 0.0134051664285714 0.0308668459642857 0.0284101448214286 0.975107639285714 -0.249490954821429 -0.0620197195535714
"Walking" 19 0.00863122836538461 0.00362492880769231 -0.00571293638461538 0.00723313248076923 -0.0543801548461538 0.0183487339807692 1.00670859807692 -0.201968892692308 -0.0958588737115385
"Walking" 20 -0.00790746895686275 0.0295033666862745 -0.00778409235294118 -0.0355356141176471 0.0364901489019608 0.00282312411764706 0.965782633333333 -0.293388195509804 -0.0446224094509804
"Walking" 21 0.0108471391942308 0.000476561173076923 0.0388730971173077 -0.0652113963076923 -0.0261052105769231 -0.00880989911538461 0.956278951923077 -0.351588170576923 -0.185951586576923
"Walking" 22 0.0273544773913044 -0.0259461877173913 -0.0100380282391304 0.0885152309565217 -0.041810892826087 0.0129670024478261 1.02474069565217 -0.268129347265217 0.00477743445652174
"Walking" 23 -0.0303602160169492 -0.00178330406779661 0.0198260316949153 0.0204262125932203 -0.0230448648305085 -0.00972202949152542 0.971040550847458 -0.144393627935593 -0.140829963983051
"Walking" 24 -0.0183962292931034 -0.0230747805862069 0.0338335768103448 -0.120988344586207 -0.0241179845517241 0.0407195305172414 0.996181603448276 -0.11710637962069 -0.110987304427586
"Walking" 25 -0.00771068295945946 -0.0468058139608108 0.025837926972973 -0.0935234079702703 0.0952879232391892 -0.0241142844027027 0.990580602702703 -0.155753638972973 0.205077743513514
"Walking" 26 0.0178392963559322 0.00605527498135593 -0.00293290906101695 0.0317184453898305 -0.0356063129661017 0.00875220475762712 1.03271296101695 -0.111734980983051 0.0976978297966102
"Walking" 27 0.018691361122807 0.00377672763508772 0.00777956277192983 -0.123295417017544 -0.0255789912807018 0.0256976907017544 1.02183532105263 -0.167389160175439 -0.122234549566667
"Walking" 28 -0.00899283683703704 -0.0141599367962963 -0.0200797200555556 -0.0869228396296296 0.052905987 0.043921218537037 0.992282668518519 -0.228275202037037 -0.153059742518519
"Walking" 29 0.00761364350943396 -0.0355895105132075 -0.00145893981132075 0.0380138003773585 0.0802407785849057 0.0104861687735849 1.02436161132075 -0.145880499113208 0.0849162559433962
"Walking" 30 -0.0177963194184615 -0.0180073763692308 0.0349488286107692 -0.131831439646154 0.105196394307692 -0.00305559086153846 1.00062769076923 -0.156308033384615 0.0230197049384615
"Walking_Downstairs" 1 -0.0179729 0.0308070080857143 -0.0106702723061224 -0.118727008204082 0.0615735910204082 0.0191197775510204 0.974830240816327 -0.226580562346939 -0.0816981035326531
"Walking_Downstairs" 2 -0.0395567138297872 0.0174086295106383 -0.0100636705319149 -0.177574096595745 -0.0162758921276596 0.0205459865021277 0.9084192 -0.291308679212766 -0.0549824203617021
"Walking_Downstairs" 3 -0.029978364877551 0.00702865079591837 0.0154423564489796 -0.129880575444898 0.0538230756122449 -0.032243500377551 0.969890612244898 -0.206671413755102 -0.0917967836734694
"Walking_Downstairs" 4 -0.0238357594444444 0.00663912564444444 -0.00198652006666667 -0.0843141030666667 0.0395165792622222 -0.0303936686244444 0.985068075555556 -0.0417021759377778 0.135283491755556
"Walking_Downstairs" 5 -0.0606224985106383 -0.00637366042617021 -0.00507607076595745 -0.00310994851063829 0.18589061106383 -0.0239144140851064 0.952131319148936 -0.0541167374829787 0.010510045787234
"Walking_Downstairs" 6 -0.0526145689583333 0.0228224107125 0.021614792 -0.103879792291667 0.0038116675 -0.0922844452291667 0.9414181875 -0.174286995229167 0.0135840457083333
"Walking_Downstairs" 7 -0.016715204893617 0.00871652080851064 0.0217014762340426 -0.19296867906383 0.0153291338340426 0.0370913634468085 0.976659044680851 -0.104675686617021 -0.143956386234043
"Walking_Downstairs" 8 -0.117157756421053 0.0378509953947368 0.0451050931315789 -0.258208726052632 -0.0931047221052632 0.110591664736842 0.864971005263158 -0.129579802026316 -0.103608492368421
"Walking_Downstairs" 9 -0.0875073923809524 -0.00450820292857143 0.0401176721666667 -0.182033436904762 0.116746300595238 -0.0517785222142857 0.912324376190476 -0.0227423070714286 -0.0578352342857143
"Walking_Downstairs" 10 -0.0280050497368421 -0.0278705125 0.0266073386315789 -0.191394881578947 -0.0874381021052632 -0.0533154063157895 0.972920089473684 -0.0710965484210526 0.0615053331578947
"Walking_Downstairs" 11 0.00352145304347826 0.0134758141086957 0.00262828073913043 -0.231800837173913 0.0161588980217391 0.0284300401086956 1.00542922173913 -0.170427859391304 0.12218488723913
"Walking_Downstairs" 12 0.0372621270434783 -0.0324490252173913 -0.00423216410869565 -0.180765806956522 0.028675382 -0.033713730123913 1.04361911956522 -0.196887995217391 -0.0634826763521739
"Walking_Downstairs" 13 -0.018214404893617 0.0248787918510638 -0.0226777529787234 -0.119027769617021 0.171458044042553 0.0437955634255319 0.980142555319149 -0.177176514042553 -0.127351918297872
"Walking_Downstairs" 14 0.0130649986222222 0.00287332424888889 0.0230437533822222 -0.000444120666666665 0.0331491882222222 -0.0158192973111111 0.921951417777778 -0.246571972533333 -0.376294683111111
"Walking_Downstairs" 15 -0.00128378535952381 -0.0274731549166667 0.0463177817904762 -0.267050791904762 -0.0623111126190476 -0.0577206416666667 0.996030835714286 -0.186023652142857 0.118167096571429
"Walking_Downstairs" 16 -0.0127844843191489 0.019530974893617 0.00877277442553192 -0.00579648106382979 -0.0021872445106383 0.0571172522340426 0.970757778723404 -0.022131892212766 -0.221242630553191
"Walking_Downstairs" 17 -0.0453123352173913 0.0178267220434783 0.0147896569565217 0.190557700217391 0.0203734166956522 -0.0211906466630435 0.944924569565217 -0.11616035973913 -0.161111825543478
"Walking_Downstairs" 18 -0.0815608788909091 0.0400656304363636 0.000429430018181817 -0.0465975328909091 0.106932130054545 0.0827730587818182 0.911030783636364 -0.171943844618182 -0.0559346024727273
"Walking_Downstairs" 19 -0.0480788927230769 0.0294198820512821 0.0281531738205128 -0.45309528924359 -0.0337836950410256 -0.00452717384615384 0.9158002 -0.171774923692308 -0.0964532976923077
"Walking_Downstairs" 20 0.00980830046666667 -0.0594410406673333 -0.0267492752888889 -0.170452412644444 -0.0466009786666667 -0.0819419384444444 0.99086408 -0.333257258444444 -0.0590504841555556
"Walking_Downstairs" 21 -0.0706617817777778 0.0528269827333333 0.0219676805111111 -0.192069477 0.127509200888889 0.0676656482222222 0.875565588888889 -0.292654539111111 -0.179197301555556
"Walking_Downstairs" 22 -0.0385017361111111 -0.00789471194444444 -0.0323031325555556 -0.0737073366666667 0.0443606836388889 -0.00512872222222223 0.950552888888889 -0.215324073361111 -0.00409511738888889
"Walking_Downstairs" 23 0.0838571515185185 -0.120757645388889 -0.00764583353703704 -0.100340695133333 -0.109672954203704 0.051056550537037 1.07332968888889 -0.214538607407407 -0.175460527403704
"Walking_Downstairs" 24 -0.0673013484545455 0.0320579617836364 -0.00373521509090909 -0.215066891272727 0.0510343494363636 0.0650932635090909 0.940201945454545 -0.0790074983818182 -0.152571096127273
"Walking_Downstairs" 25 0.0287099951724138 -0.0120331455568966 0.00237110479137931 0.0422926670689655 0.0157674209137931 -0.00793076544827586 1.0213829 -0.0721390729655172 0.206319138241379
"Walking_Downstairs" 26 -0.092771175 -0.00461272644 -0.00042934306 0.08423643468 -0.01682224918 -0.0362616486 0.914226944 -0.073357724794 0.13710926956
"Walking_Downstairs" 27 -0.00308883704545455 0.0176364422113636 0.0103108759090909 -0.285124469090909 0.0187261390909091 0.0457062591363636 0.988462211363636 -0.138407012272727 -0.137234114877273
"Walking_Downstairs" 28 0.0379104280434783 -0.0111389580434783 0.00859175045652174 -0.19157485376087 0.117714092826087 0.0562822233043478 1.03015670869565 -0.231437846956522 -0.118901619565217
"Walking_Downstairs" 29 6.13874999999994e-05 -0.0250777247916667 0.0328139185145833 -0.0418975825 0.00251454708333334 -0.0114389329166667 1.00685557083333 -0.0923764275 0.110562968916667
"Walking_Downstairs" 30 0.0129472925806452 0.0172969669580645 -0.0212905015645161 -0.221337737903226 0.147896323225806 -0.0463850943548387 1.02556115967742 -0.0965302808225807 -0.00173816222580645
"Walking_Upstairs" 1 0.0243625466981132 0.0244495247509434 -0.0526514422641509 0.0998021347169811 0.384218536313208 -0.0386309918301887 0.994157505660377 -0.313160974716981 -0.129690924716981
"Walking_Upstairs" 2 -0.003837691875 -0.00662080254166667 -0.0645029562083333 0.102911038895833 0.180568502520833 0.195139590416667 0.898126420833333 -0.400996121041667 -0.239135979083333
"Walking_Upstairs" 3 0.0294060837016949 -0.0185205184067797 0.0424453678135593 0.160290847457627 -0.0230419636440678 -0.0479954663728814 0.994545330508475 -0.369872283050847 -0.125681321101695
